LMSL,Group,Group Stage,Match Number,Winner,Walkover,Best Of,Player 1 ID,Player 1 Name,Player 1 Score,Player 1 Flag,Player 1 Faction,Player 2 ID,Player 2 Name,Player 2 Score,Player 2 Flag,Player 2 Faction,Map 1 Game Number,Map 1 Map Name,Map 1 Winner Id,Map 1 Winner Faction,Map 1 Loser Id,Map 1 Loser Faction,Map 2 Game Number,Map 2 Map Name,Map 2 Winner Id,Map 2 Winner Faction,Map 2 Loser Id,Map 2 Loser Faction,Map 3 Game Number,Map 3 Map Name,Map 3 Winner Id,Map 3 Winner Faction,Map 3 Loser Id,Map 3 Loser Faction,Map 4 Game Number,Map 4 Map Name,Map 4 Winner Id,Map 4 Winner Faction,Map 4 Loser Id,Map 4 Loser Faction,Map 5 Game Number,Map 5 Map Name,Map 5 Winner Id,Map 5 Winner Faction,Map 5 Loser Id,Map 5 Loser Faction,Map 6 Game Number,Map 6 Map Name,Map 6 Winner Id,Map 6 Winner Faction,Map 6 Loser Id,Map 6 Loser Faction,Map 7 Game Number,Map 7 Map Name,Map 7 Winner Id,Map 7 Winner Faction,Map 7 Loser Id,Map 7 Loser Faction
09,B,GS2,5,2,,3,1,Matrixx,1,Poland,r,2,YourBroChris,2,Norway,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,C,GS2,1,2,,3,1,Eleven,0,United States,z,2,Mag,2,Denmark,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,C,GS2,2,2,,3,1,Shiny,0,Canada,p,2,Storm,2,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,C,GS2,3,1,,3,1,Mag,2,Denmark,p,2,Storm,0,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,C,GS2,4,2,ff,3,1,Eleven,-1,United States,z,2,Shiny,-1,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,C,GS2,5,2,,3,1,Storm,0,United States,p,2,Shiny,2,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,D,GS2,1,2,,3,1,Zerus,0,Peru,t,2,Daniello,2,Poland,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,D,GS2,2,1,,3,1,CaptCanuck,2,Canada,p,2,FireKlaw,1,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,D,GS2,3,1,,3,1,Daniello,2,Poland,t,2,CaptCanuck,0,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,D,GS2,4,2,,3,1,Zerus,0,Peru,t,2,FireKlaw,2,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,D,GS2,5,2,,3,1,CaptCanuck,0,Canada,p,2,FireKlaw,2,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,playoffs,R01,1,2,,5,1,Harokku,1,France,z,2,FireKlaw,3,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,playoffs,R01,2,1,,5,1,Mag,3,Denmark,p,2,YourBroChris,0,Norway,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,playoffs,R01,3,2,,5,1,Cheoklate,0,Singapore,z,2,Shiny,3,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,playoffs,R01,4,2,,5,1,Daniello,1,Poland,t,2,ChampioN,3,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,playoffs,R02,1,2,,5,1,FireKlaw,0,Canada,p,2,Mag,3,Denmark,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,playoffs,R02,2,1,,5,1,Shiny,3,Canada,p,2,ChampioN,2,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,playoffs,R03,1,2,,7,1,Mag,0,Denmark,p,2,Shiny,4,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,playoffs,3rd Place Match,3rd Place Match,2,,5,1,FireKlaw,2,Canada,p,2,ChampioN,3,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS1,1,1,,3,1,CaptCanuck,2,Canada,p,2,Katsu,0,Brazil,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS1,2,1,,3,1,XenoDactyl,2,United States,p,2,Ibiree,0,Russia,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS1,3,1,,3,1,CaptCanuck,2,Canada,p,2,XenoDactyl,0,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS1,4,2,,3,1,Katsu,1,Brazil,t,2,Ibiree,2,Russia,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS1,5,1,,3,1,XenoDactyl,2,United States,p,2,Ibiree,0,Russia,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS1,1,1,,3,1,Roselia,2,South Korea,t,2,Detergent,0,Australia,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS1,2,1,,3,1,BrainJam,2,Denmark,z,2,WiseMan,0,United Kingdom,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS1,3,1,,3,1,Roselia,2,South Korea,t,2,BrainJam,1,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS1,4,2,,3,1,Detergent,1,Australia,z,2,WiseMan,2,United Kingdom,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS1,5,1,,3,1,BrainJam,2,Denmark,z,2,WiseMan,0,United Kingdom,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS1,1,1,,3,1,Ame,2,Peru,z,2,MedicJR,0,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS1,2,1,,3,1,MuleBoy,2,United States,z,2,Nomad,0,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS1,3,1,,3,1,Ame,2,Peru,z,2,MuleBoy,0,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS1,4,1,,3,1,MedicJR,2,United States,t,2,Nomad,1,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS1,5,1,,3,1,MuleBoy,2,United States,z,2,MedicJR,0,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS1,1,1,,3,1,FireKlaw,2,Canada,p,2,Maffer,0,Brazil,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS1,2,2,,3,1,Daniello,1,Poland,t,2,Papapanda,2,Taiwan,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS1,3,1,,3,1,FireKlaw,2,Canada,p,2,Papapanda,0,Taiwan,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS1,4,2,,3,1,Maffer,1,Brazil,t,2,Daniello,2,Poland,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS1,5,2,,3,1,Papapanda,0,Taiwan,z,2,Daniello,2,Poland,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,GS1,1,1,,3,1,ChampioN,2,Russia,t,2,CultClassic,0,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,GS1,2,2,,3,1,Napolcochon,0,France,p,2,LegolandMan,2,Israel,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,GS1,3,1,,3,1,ChampioN,2,Russia,t,2,LegolandMan,1,Israel,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,GS1,4,2,,3,1,CultClassic,0,United States,z,2,Napolcochon,2,France,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,GS1,5,2,,3,1,LegolandMan,0,Israel,p,2,Napolcochon,2,France,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,F,GS1,1,1,,3,1,Harokku,2,France,z,2,Defiance,0,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,F,GS1,2,1,,3,1,Zerus,2,Peru,t,2,Milkaa,0,Hungary,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,F,GS1,3,1,,3,1,Harokku,2,France,z,2,Zerus,1,Peru,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,F,GS1,4,2,,3,1,Defiance,0,United States,t,2,Milkaa,2,Hungary,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,F,GS1,5,1,,3,1,Zerus,2,Peru,t,2,Milkaa,0,Hungary,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,GS1,1,2,,3,1,ZikMoz,1,Denmark,p,2,Ficks,2,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,GS1,2,2,,3,1,Rombuzz,0,Poland,p,2,Mag,2,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,GS1,3,2,,3,1,Ficks,1,Russia,t,2,Mag,2,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,GS1,4,2,,3,1,ZikMoz,1,Denmark,p,2,Rombuzz,2,Poland,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,GS1,5,1,,3,1,Ficks,2,Russia,t,2,Rombuzz,-1,Poland,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,H,GS1,1,1,,3,1,Cognite,2,United States,t,2,Sebas,0,Peru,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,H,GS1,2,1,,3,1,Aurigami,2,France,t,2,Azura,0,Italy,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,H,GS1,3,1,,3,1,Cognite,2,United States,t,2,Aurigami,0,France,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,H,GS1,4,1,,3,1,Sebas,2,Peru,p,2,Azura,0,Italy,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,H,GS1,5,1,,3,1,Aurigami,2,France,t,2,Sebas,0,Peru,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS2,1,1,,3,1,Harokku,2,France,z,2,Napolcochon,0,France,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS2,2,2,,3,1,ChampioN,1,Russia,t,2,CaptCanuck,2,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS2,3,2,,3,1,Harokku,0,France,z,2,CaptCanuck,2,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS2,4,2,,3,1,Napolcochon,0,France,p,2,ChampioN,2,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,GS2,5,1,,3,1,Harokku,2,France,z,2,ChampioN,0,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS2,1,2,,3,1,Mag,1,Denmark,z,2,Cognite,2,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS2,2,1,,3,1,Ame,2,Peru,z,2,Daniello,0,Poland,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS2,3,2,,3,1,Cognite,1,United States,t,2,Ame,2,Peru,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS2,4,1,,3,1,Mag,2,Denmark,z,2,Daniello,1,Poland,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,GS2,5,2,,3,1,Cognite,0,United States,t,2,Mag,2,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS2,1,1,,3,1,Aurigami,2,France,t,2,Ficks,0,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS2,2,1,,3,1,Roselia,2,South Korea,t,2,MuleBoy,0,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS2,3,1,,3,1,Roselia,2,South Korea,t,2,Aurigami,1,France,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS2,4,1,,3,1,Ficks,2,Russia,t,2,MuleBoy,1,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,GS2,5,1,,3,1,Ficks,2,Russia,t,2,Aurigami,1,France,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS2,1,1,,3,1,FireKlaw,2,Canada,p,2,Zerus,1,Peru,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS2,2,1,,3,1,BrainJam,2,Denmark,z,2,XenoDactyl,0,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS2,3,1,,3,1,FireKlaw,2,Canada,p,2,BrainJam,1,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS2,4,2,ff,3,1,Zerus,-1,Peru,t,2,XenoDactyl,-1,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,GS2,5,1,,3,1,BrainJam,2,Denmark,z,2,XenoDactyl,0,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,playoffs,R01,1,2,,5,1,CaptCanuck,2,Canada,p,2,BrainJam,3,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,playoffs,R01,2,2,,5,1,Roselia,2,South Korea,t,2,Mag,3,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,playoffs,R01,3,2,,5,1,Ame,1,Peru,z,2,Ficks,3,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,playoffs,R01,4,1,,5,1,FireKlaw,3,Canada,p,2,Harokku,2,France,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,playoffs,R02,1,2,,5,1,BrainJam,1,Denmark,z,2,Mag,3,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,playoffs,R02,2,1,,5,1,Ficks,3,Russia,t,2,FireKlaw,0,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,playoffs,R03,1,2,,7,1,Mag,3,Denmark,z,2,Ficks,4,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,playoffs,3rd Place Match,3rd Place Match,2,,5,1,BrainJam,0,Denmark,z,2,FireKlaw,3,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS1,1,1,,3,1,Kyboi,2,United States,z,2,Nomad,0,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS1,2,1,,3,1,NeO,2,Costa Rica,p,2,Ibiree,0,Russia,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS1,3,2,,3,1,Kyboi,1,United States,z,2,NeO,2,Costa Rica,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS1,4,1,,3,1,Nomad,2,United States,p,2,Ibiree,1,Russia,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS1,5,1,,3,1,Kyboi,2,United States,z,2,Nomad,0,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS1,1,1,,3,1,BrainJam,2,Denmark,z,2,Papapanda,1,Taiwan,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS1,2,1,,3,1,Roselia,2,South Korea,t,2,Cate,0,Canada,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS1,3,1,,3,1,BrainJam,2,Denmark,z,2,Roselia,0,South Korea,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS1,4,2,,3,1,Papapanda,0,Taiwan,z,2,Cate,2,Canada,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS1,5,1,ff,3,1,Roselia,-1,South Korea,t,2,Cate,-1,Canada,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS1,1,1,,3,1,WiseMan,2,United States,z,2,Zushen,0,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS1,2,1,,3,1,Doomrat,2,Netherlands,z,2,Faust,0,Germany,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS1,3,1,,3,1,WiseMan,2,United States,z,2,Doomrat,0,Netherlands,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS1,4,2,,3,1,Zushen,1,United States,t,2,Faust,2,Germany,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS1,5,1,,3,1,Doomrat,2,Netherlands,z,2,Faust,0,Germany,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS1,1,1,,3,1,Daniello,2,Poland,t,2,Defiance,0,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS1,2,1,,3,1,CaptCanuck,2,Canada,p,2,Tolo,1,Poland,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS1,3,2,,3,1,Daniello,0,Poland,z,2,CaptCanuck,2,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS1,4,1,,3,1,Defiance,2,United States,t,2,Tolo,1,Poland,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS1,5,1,,3,1,Daniello,2,Poland,t,2,Defiance,1,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,E,GS1,1,1,,3,1,YourBroChris,2,Norway,t,2,LegolandMan,0,Israel,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,E,GS1,2,1,,3,1,Storm,2,United States,p,2,July_(American_player),1,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,E,GS1,3,2,,3,1,YourBroChris,0,Norway,t,2,Storm,2,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,E,GS1,4,2,ff,3,1,LegolandMan,-1,Israel,p,2,July_(American_player),-1,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,E,GS1,5,1,,3,1,YourBroChris,2,Norway,t,2,July_(American_player),1,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,F,GS1,1,2,,3,1,Ficks,1,Russia,z,2,Mag,2,Denmark,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,F,GS1,2,1,,3,1,FireKlaw,2,Canada,p,2,Darkblade,0,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,F,GS1,3,2,,3,1,Mag,1,Denmark,z,2,FireKlaw,2,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,F,GS1,4,1,,3,1,Ficks,2,Russia,z,2,Darkblade,0,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,F,GS1,5,2,,3,1,Mag,0,Denmark,z,2,Ficks,2,Russia,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,G,GS1,1,2,,3,1,MedicJR,1,United States,t,2,Ame,2,Peru,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,G,GS1,2,1,ff,3,1,Zerus,-1,Peru,t,2,ChampioN,-1,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,G,GS1,3,2,ff,3,1,Ame,-1,Peru,p,2,Zerus,-1,Peru,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,G,GS1,4,1,ff,3,1,MedicJR,-1,United States,t,2,ChampioN,-1,Russia,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,G,GS1,5,2,ff,3,1,Ame,-1,Peru,p,2,MedicJR,-1,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,H,GS1,1,2,,3,1,XenoDactyl,1,United States,p,2,Sickestt,2,Poland,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,H,GS1,2,2,,3,1,Harokku,1,France,z,2,Milkaa,2,Russia,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,H,GS1,3,1,,3,1,Sickestt,2,Poland,t,2,Milkaa,1,Russia,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,H,GS1,4,1,,3,1,XenoDactyl,2,United States,p,2,Harokku,0,France,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,H,GS1,5,2,,3,1,Milkaa,1,Russia,p,2,XenoDactyl,2,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS2,1,2,,3,1,FireKlaw,0,Canada,p,2,Kyboi,2,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS2,2,2,,3,1,YourBroChris,0,Norway,t,2,NeO,2,Costa Rica,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS2,3,1,,3,1,Kyboi,2,United States,z,2,NeO,1,Costa Rica,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS2,4,1,ff,3,1,FireKlaw,-1,Canada,p,2,YourBroChris,-1,Norway,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,GS2,5,2,,3,1,NeO,0,Costa Rica,p,2,FireKlaw,2,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS2,1,2,,3,1,Zerus,1,Peru,t,2,Roselia,2,South Korea,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS2,2,2,,3,1,Daniello,1,Poland,t,2,Ficks,2,Russia,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS2,3,2,,3,1,Roselia,1,South Korea,t,2,Ficks,2,Russia,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS2,4,1,,3,1,Zerus,2,Peru,t,2,Daniello,0,Poland,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,GS2,5,2,,3,1,Roselia,0,South Korea,t,2,Zerus,2,Peru,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS2,1,2,,3,1,Storm,0,United States,p,2,MedicJR,2,United States,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS2,2,2,,3,1,CaptCanuck,0,Canada,p,2,Doomrat,2,Netherlands,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS2,3,2,,3,1,MedicJR,1,United States,t,2,Doomrat,2,Netherlands,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS2,4,1,,3,1,Storm,2,United States,p,2,CaptCanuck,1,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,GS2,5,2,,3,1,MedicJR,0,United States,t,2,Storm,2,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS2,1,1,,3,1,BrainJam,2,Denmark,z,2,Sickestt,0,Poland,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS2,2,2,,3,1,XenoDactyl,0,United States,p,2,WiseMan,2,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS2,3,2,,3,1,BrainJam,0,Denmark,z,2,WiseMan,2,United States,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS2,4,2,,3,1,Sickestt,1,Poland,t,2,XenoDactyl,2,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,GS2,5,2,ff,3,1,BrainJam,-1,Denmark,z,2,XenoDactyl,-1,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,playoffs,R01,1,1,,5,1,Kyboi,3,United States,z,2,XenoDactyl,1,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,playoffs,R01,2,2,,5,1,Doomrat,1,Netherlands,z,2,Zerus,3,Peru,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,playoffs,R01,3,1,,5,1,Ficks,3,Russia,z,2,Storm,1,United States,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
